what,kind,bundleId,bundleVersion,description,time
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078240941
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078240949
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078240956
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078240963
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1360078244121
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360078245565
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078246355
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078246363
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078246371
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078246375
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078246597
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078246604
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078246611
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078246615
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078247167
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078247175
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078247181
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078247187
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078247470
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078247479
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078247485
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078247491
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078248341
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078248365
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078248377
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078248384
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078248592
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078248599
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078248605
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078248609
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078249536
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078249543
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078249549
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078249554
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078249746
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078249753
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078249758
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078249763
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1360078251524
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360078254634
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1360078257866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078264994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078288240
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1360078293534
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1360078294222
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1360078294509
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1360078294796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078295911
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078297075
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078297082
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078297088
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078297093
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078297841
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078297860
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078297873
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078297878
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360078299140
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078299208
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078299214
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078299218
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078299221
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078299386
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078299391
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078299396
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078299401
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078299570
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078299575
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078299579
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078299585
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078299979
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078299984
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078299988
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078299993
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078300198
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078300203
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078300207
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078300211
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078302331
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078302336
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078302340
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078302345
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078302552
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078302557
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078302562
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078302565
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1360078305849
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078306190
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078306195
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078306199
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078306204
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360078308543
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1360078309989
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078312024
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078312080
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078312085
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078312090
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078319814
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078319819
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078319823
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078319827
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078323244
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078323248
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078323252
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078323255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078325041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078330411
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078334145
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078334157
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078334159
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078334164
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078336200
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078336205
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078336209
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078336213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078336329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078340261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078366178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360078380286
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078391745
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078391749
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078391753
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078391757
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360078396812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078401145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078412347
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1360078414252
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078417438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078419350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1360078419986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1360078420458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360078423995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078427798
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078429160
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078429166
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078429171
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078429175
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078429812
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078429816
error,log,,,"activity_main.xml: Failed to convert @drawable/home_background into a drawable",1360078429820
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078429822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078432155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078432593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078432773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078433082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078433462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078433948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078434731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1360078439605
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1360078441165
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1360078441452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360078449952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078450532
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078451651
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078451656
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078451663
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078452213
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078452217
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078452222
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360078453789
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1360078456142
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078458015
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078458021
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078458035
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078461404
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078461410
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078461416
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078463510
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078463515
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078463523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078465128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1360078535928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078540729
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078545241
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078545247
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078545253
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078548626
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078548632
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078548637
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360078551435
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078552160
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078552192
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078552198
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1360078556712
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078557494
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078557498
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078557503
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1360078559092
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1360078560765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360078566868
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1360078586595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078587570
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1360078595495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078600197
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078601519
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078601524
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078601530
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078602232
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078602250
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078602255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078604539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078605039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1360078605753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1360078605881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078606637
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1360078611909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1360078612132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1360078612780
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1360078613197
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1360078613371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078617956
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078620318
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078620324
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078620331
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078620761
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078620766
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078620771
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1360078642296
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1360078642636
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1360078642797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1360078643548
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078644814
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078644820
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078644827
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078645328
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078645334
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078645352
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078650174
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078650194
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078650196
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078653766
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078653772
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078653774
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078654746
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078654752
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078654754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078654865
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078655454
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078655458
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078655464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078655554
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078656282
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078656286
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078656292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078656413
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078657524
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078657540
error,log,,,"activity_main.xml: Failed to convert @drawable/gradientNews into a drawable",1360078657545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1360078657653
error,log,,,"activity_main.xml: Failed to convert @drawable/MDSLogoForLoginTrans into a drawable",1360078658185
error,log,,,"activity_main.xml: Failed to convert @drawable/logoutButton into a drawable",1360078658189
